,brewery_id,breweries,address1,address2,city,STATE,code,country,phone,website,filepath,descript,last_mod,coordinates,id,abv,name,state
332,905,New Belgium Brewing,500 Linden Street,,Fort Collins,Colorado,80524,United States,1-888-622-4044,http://www.newbelgium.com/,,"We'll set the scene: 1989. Belgium. Boy on bike. (OK, make that a young man of 32). As our aspiring young homebrewer rides his mountain bike with fat tires through European villages famous for beer, New Belgium Brewing Company was but a glimmer in his eye. Or basement. For Jeff Lebesch would return to Fort Collins with a handful of ingredients and an imagination full of recipes. And then there was beer. Jeff's first two basement-brewed creations? A brown dubbel with earthy undertones named Abbey and a remarkably well-balanced amber he named Fat Tire. To say the rest was history would be to overlook his wife's involvement. Kim Jordan was New Belgium's first bottler, sales rep, distributor, marketer and financial planner. And now, she's our CEO.",2010-07-22T16:00:20-04:00,"40.5929, -105.07",593,0.0,Saison,CO
375,441,Deschutes Brewery,901 SW Simpson Avenue,,Bend,Oregon,97702,United States,1-541-385-8606,http://www.deschutesbrewery.com/,,"Deschutes Brewery, located in Central Oregon along the banks of the wild and scenic Deschutes River, has brewed handcrafted traditional ales since 1988.  Starting out as a small brewpub in the heart of downtown Bend, Deschutes' first beers were Black Butte Porter, Bachelor Bitter and Cascade Golden Ale. In 1993, Deschutes moved into its current brewing facility and has continued expanding and improving the facilities.  With a 50-barrel traditional gravity brew house and a new one-of-a-kind 131-barrel Huppmann brew system from Germany, Deschutes now creates and experiments with specialty batches of limited beers while brewing large quantities of everyone's favorites like Mirror Pond Pale Ale.  Consistently producing the highest quality beers is always Deschutes' number one priority and commitment. The Deschutes Brewery & Public House continues brewing unique beers at our original location while serving the finest Northwest pub cuisine.  So when you find yourself in Bend, come on in and have a pint of Bachelor Bitter, the locals' favorite, or any of our other original ales brewed on-site. Deschutes Brewery's distinct ales; Black Butte Porter, Mirror Pond Pale Ale, Obsidian Stout, Inversion IPA, Bachelor ESB, Cascade Ale, Buzzsaw Brown (winter), Cinder Cone Red (spring), Twilight Ale (summer), Jubelale (fall) and other seasonal beers are available at pubs and markets in a neighborhood near you. --http://www.deschutesbrewery.com/About+Us/default.aspx",2010-07-22T16:00:20-04:00,"44.0474, -121.323",124,4.8,Buzzsaw Brown,OR
376,441,Deschutes Brewery,901 SW Simpson Avenue,,Bend,Oregon,97702,United States,1-541-385-8606,http://www.deschutesbrewery.com/,,"Deschutes Brewery, located in Central Oregon along the banks of the wild and scenic Deschutes River, has brewed handcrafted traditional ales since 1988.  Starting out as a small brewpub in the heart of downtown Bend, Deschutes' first beers were Black Butte Porter, Bachelor Bitter and Cascade Golden Ale. In 1993, Deschutes moved into its current brewing facility and has continued expanding and improving the facilities.  With a 50-barrel traditional gravity brew house and a new one-of-a-kind 131-barrel Huppmann brew system from Germany, Deschutes now creates and experiments with specialty batches of limited beers while brewing large quantities of everyone's favorites like Mirror Pond Pale Ale.  Consistently producing the highest quality beers is always Deschutes' number one priority and commitment. The Deschutes Brewery & Public House continues brewing unique beers at our original location while serving the finest Northwest pub cuisine.  So when you find yourself in Bend, come on in and have a pint of Bachelor Bitter, the locals' favorite, or any of our other original ales brewed on-site. Deschutes Brewery's distinct ales; Black Butte Porter, Mirror Pond Pale Ale, Obsidian Stout, Inversion IPA, Bachelor ESB, Cascade Ale, Buzzsaw Brown (winter), Cinder Cone Red (spring), Twilight Ale (summer), Jubelale (fall) and other seasonal beers are available at pubs and markets in a neighborhood near you. --http://www.deschutesbrewery.com/About+Us/default.aspx",2010-07-22T16:00:20-04:00,"44.0474, -121.323",129,5.4,Cinder Cone Red,OR
377,441,Deschutes Brewery,901 SW Simpson Avenue,,Bend,Oregon,97702,United States,1-541-385-8606,http://www.deschutesbrewery.com/,,"Deschutes Brewery, located in Central Oregon along the banks of the wild and scenic Deschutes River, has brewed handcrafted traditional ales since 1988.  Starting out as a small brewpub in the heart of downtown Bend, Deschutes' first beers were Black Butte Porter, Bachelor Bitter and Cascade Golden Ale. In 1993, Deschutes moved into its current brewing facility and has continued expanding and improving the facilities.  With a 50-barrel traditional gravity brew house and a new one-of-a-kind 131-barrel Huppmann brew system from Germany, Deschutes now creates and experiments with specialty batches of limited beers while brewing large quantities of everyone's favorites like Mirror Pond Pale Ale.  Consistently producing the highest quality beers is always Deschutes' number one priority and commitment. The Deschutes Brewery & Public House continues brewing unique beers at our original location while serving the finest Northwest pub cuisine.  So when you find yourself in Bend, come on in and have a pint of Bachelor Bitter, the locals' favorite, or any of our other original ales brewed on-site. Deschutes Brewery's distinct ales; Black Butte Porter, Mirror Pond Pale Ale, Obsidian Stout, Inversion IPA, Bachelor ESB, Cascade Ale, Buzzsaw Brown (winter), Cinder Cone Red (spring), Twilight Ale (summer), Jubelale (fall) and other seasonal beers are available at pubs and markets in a neighborhood near you. --http://www.deschutesbrewery.com/About+Us/default.aspx",2010-07-22T16:00:20-04:00,"44.0474, -121.323",148,8.7,Bond Street 19th Anniversary,OR
378,441,Deschutes Brewery,901 SW Simpson Avenue,,Bend,Oregon,97702,United States,1-541-385-8606,http://www.deschutesbrewery.com/,,"Deschutes Brewery, located in Central Oregon along the banks of the wild and scenic Deschutes River, has brewed handcrafted traditional ales since 1988.  Starting out as a small brewpub in the heart of downtown Bend, Deschutes' first beers were Black Butte Porter, Bachelor Bitter and Cascade Golden Ale. In 1993, Deschutes moved into its current brewing facility and has continued expanding and improving the facilities.  With a 50-barrel traditional gravity brew house and a new one-of-a-kind 131-barrel Huppmann brew system from Germany, Deschutes now creates and experiments with specialty batches of limited beers while brewing large quantities of everyone's favorites like Mirror Pond Pale Ale.  Consistently producing the highest quality beers is always Deschutes' number one priority and commitment. The Deschutes Brewery & Public House continues brewing unique beers at our original location while serving the finest Northwest pub cuisine.  So when you find yourself in Bend, come on in and have a pint of Bachelor Bitter, the locals' favorite, or any of our other original ales brewed on-site. Deschutes Brewery's distinct ales; Black Butte Porter, Mirror Pond Pale Ale, Obsidian Stout, Inversion IPA, Bachelor ESB, Cascade Ale, Buzzsaw Brown (winter), Cinder Cone Red (spring), Twilight Ale (summer), Jubelale (fall) and other seasonal beers are available at pubs and markets in a neighborhood near you. --http://www.deschutesbrewery.com/About+Us/default.aspx",2010-07-22T16:00:20-04:00,"44.0474, -121.323",411,5.5,Hop Trip Fresh Hop Pale Ale,OR
379,441,Deschutes Brewery,901 SW Simpson Avenue,,Bend,Oregon,97702,United States,1-541-385-8606,http://www.deschutesbrewery.com/,,"Deschutes Brewery, located in Central Oregon along the banks of the wild and scenic Deschutes River, has brewed handcrafted traditional ales since 1988.  Starting out as a small brewpub in the heart of downtown Bend, Deschutes' first beers were Black Butte Porter, Bachelor Bitter and Cascade Golden Ale. In 1993, Deschutes moved into its current brewing facility and has continued expanding and improving the facilities.  With a 50-barrel traditional gravity brew house and a new one-of-a-kind 131-barrel Huppmann brew system from Germany, Deschutes now creates and experiments with specialty batches of limited beers while brewing large quantities of everyone's favorites like Mirror Pond Pale Ale.  Consistently producing the highest quality beers is always Deschutes' number one priority and commitment. The Deschutes Brewery & Public House continues brewing unique beers at our original location while serving the finest Northwest pub cuisine.  So when you find yourself in Bend, come on in and have a pint of Bachelor Bitter, the locals' favorite, or any of our other original ales brewed on-site. Deschutes Brewery's distinct ales; Black Butte Porter, Mirror Pond Pale Ale, Obsidian Stout, Inversion IPA, Bachelor ESB, Cascade Ale, Buzzsaw Brown (winter), Cinder Cone Red (spring), Twilight Ale (summer), Jubelale (fall) and other seasonal beers are available at pubs and markets in a neighborhood near you. --http://www.deschutesbrewery.com/About+Us/default.aspx",2010-07-22T16:00:20-04:00,"44.0474, -121.323",423,6.8,Inversion IPA,OR
380,441,Deschutes Brewery,901 SW Simpson Avenue,,Bend,Oregon,97702,United States,1-541-385-8606,http://www.deschutesbrewery.com/,,"Deschutes Brewery, located in Central Oregon along the banks of the wild and scenic Deschutes River, has brewed handcrafted traditional ales since 1988.  Starting out as a small brewpub in the heart of downtown Bend, Deschutes' first beers were Black Butte Porter, Bachelor Bitter and Cascade Golden Ale. In 1993, Deschutes moved into its current brewing facility and has continued expanding and improving the facilities.  With a 50-barrel traditional gravity brew house and a new one-of-a-kind 131-barrel Huppmann brew system from Germany, Deschutes now creates and experiments with specialty batches of limited beers while brewing large quantities of everyone's favorites like Mirror Pond Pale Ale.  Consistently producing the highest quality beers is always Deschutes' number one priority and commitment. The Deschutes Brewery & Public House continues brewing unique beers at our original location while serving the finest Northwest pub cuisine.  So when you find yourself in Bend, come on in and have a pint of Bachelor Bitter, the locals' favorite, or any of our other original ales brewed on-site. Deschutes Brewery's distinct ales; Black Butte Porter, Mirror Pond Pale Ale, Obsidian Stout, Inversion IPA, Bachelor ESB, Cascade Ale, Buzzsaw Brown (winter), Cinder Cone Red (spring), Twilight Ale (summer), Jubelale (fall) and other seasonal beers are available at pubs and markets in a neighborhood near you. --http://www.deschutesbrewery.com/About+Us/default.aspx",2010-07-22T16:00:20-04:00,"44.0474, -121.323",927,6.0,Quail Springs IPA,OR
382,609,Green Flash Brewing,1430 Vantage Court #104A,,Vista,California,92083,United States,1-760-597-9012,http://www.greenflashbrew.com,,,2010-07-22T16:00:20-04:00,"33.136, -117.225",397,10.0,Barleywine,CA
383,623,Hale's Ales #3,4301 Leary Way NW,,Seattle,Washington,98107,United States,1-206-706-1544,,,,2010-07-22T16:00:20-04:00,"47.6592, -122.366",127,0.0,Troll Porter,WA
384,623,Hale's Ales #3,4301 Leary Way NW,,Seattle,Washington,98107,United States,1-206-706-1544,,,,2010-07-22T16:00:20-04:00,"47.6592, -122.366",415,0.0,Wee Heavy Winter Ale,WA
385,623,Hale's Ales #3,4301 Leary Way NW,,Seattle,Washington,98107,United States,1-206-706-1544,,,,2010-07-22T16:00:20-04:00,"47.6592, -122.366",824,0.0,Red Menace Big Amber,WA
386,623,Hale's Ales #3,4301 Leary Way NW,,Seattle,Washington,98107,United States,1-206-706-1544,,,,2010-07-22T16:00:20-04:00,"47.6592, -122.366",887,0.0,Pale Ale,WA
387,623,Hale's Ales #3,4301 Leary Way NW,,Seattle,Washington,98107,United States,1-206-706-1544,,,,2010-07-22T16:00:20-04:00,"47.6592, -122.366",897,0.0,El Jefe Weizen Ale,WA
388,623,Hale's Ales #3,4301 Leary Way NW,,Seattle,Washington,98107,United States,1-206-706-1544,,,,2010-07-22T16:00:20-04:00,"47.6592, -122.366",916,0.0,Mongoose IPA,WA
393,707,Jack's Brewing,39176 Argonaut Way,,Fremont,California,94538,United States,1-510-796-2036,,,,2010-07-22T16:00:20-04:00,"37.5441, -121.988",302,5.6,Hefeweizen,CA
394,707,Jack's Brewing,39176 Argonaut Way,,Fremont,California,94538,United States,1-510-796-2036,,,,2010-07-22T16:00:20-04:00,"37.5441, -121.988",303,0.0,Red Ale,CA
395,707,Jack's Brewing,39176 Argonaut Way,,Fremont,California,94538,United States,1-510-796-2036,,,,2010-07-22T16:00:20-04:00,"37.5441, -121.988",304,5.8,Penalty Shot Porter,CA
396,707,Jack's Brewing,39176 Argonaut Way,,Fremont,California,94538,United States,1-510-796-2036,,,,2010-07-22T16:00:20-04:00,"37.5441, -121.988",305,7.5,India Pale Ale,CA
397,707,Jack's Brewing,39176 Argonaut Way,,Fremont,California,94538,United States,1-510-796-2036,,,,2010-07-22T16:00:20-04:00,"37.5441, -121.988",306,5.6,Grid Iron Amber Ale,CA
398,707,Jack's Brewing,39176 Argonaut Way,,Fremont,California,94538,United States,1-510-796-2036,,,,2010-07-22T16:00:20-04:00,"37.5441, -121.988",307,3.5,Boys of Summer Wheat,CA
399,803,Lost Coast Brewery,617 Fourth Street,,Eureka,California,95501,United States,1-707-445-4484,http://www.lostcoast.com/,,,2010-07-22T16:00:20-04:00,"40.8032, -124.165",904,6.5,Indica India Pale Ale,CA
400,849,Mendocino Brewing - Ukiah,1601 Airport Road,,Ukiah,California,95482,United States,1-707-463-2627,,,,2010-07-22T16:00:20-04:00,"39.1326, -123.201",909,10.5,Talon,CA
402,966,Pacific Rim Brewing,9832 14th Avenue SW,,Seattle,Washington,98106,United States,1-206-764-3844,,,,2010-07-22T16:00:20-04:00,"47.5143, -122.353",787,11.0,Castaway Barley Wine Winter Ale,WA
403,966,Pacific Rim Brewing,9832 14th Avenue SW,,Seattle,Washington,98106,United States,1-206-764-3844,,,,2010-07-22T16:00:20-04:00,"47.5143, -122.353",788,0.0,Blacktop Porter,WA
404,966,Pacific Rim Brewing,9832 14th Avenue SW,,Seattle,Washington,98106,United States,1-206-764-3844,,,,2010-07-22T16:00:20-04:00,"47.5143, -122.353",789,0.0,Puget Porter,WA
405,966,Pacific Rim Brewing,9832 14th Avenue SW,,Seattle,Washington,98106,United States,1-206-764-3844,,,,2010-07-22T16:00:20-04:00,"47.5143, -122.353",790,0.0,Rat City IPA,WA
406,966,Pacific Rim Brewing,9832 14th Avenue SW,,Seattle,Washington,98106,United States,1-206-764-3844,,,,2010-07-22T16:00:20-04:00,"47.5143, -122.353",791,0.0,Fauntleroy Stout,WA
407,966,Pacific Rim Brewing,9832 14th Avenue SW,,Seattle,Washington,98106,United States,1-206-764-3844,,,,2010-07-22T16:00:20-04:00,"47.5143, -122.353",792,0.0,Alki Ale,WA
408,966,Pacific Rim Brewing,9832 14th Avenue SW,,Seattle,Washington,98106,United States,1-206-764-3844,,,,2010-07-22T16:00:20-04:00,"47.5143, -122.353",793,0.0,Vashon Old Stock Ale,WA
409,966,Pacific Rim Brewing,9832 14th Avenue SW,,Seattle,Washington,98106,United States,1-206-764-3844,,,,2010-07-22T16:00:20-04:00,"47.5143, -122.353",794,0.0,Admiral ESB,WA
410,966,Pacific Rim Brewing,9832 14th Avenue SW,,Seattle,Washington,98106,United States,1-206-764-3844,,,,2010-07-22T16:00:20-04:00,"47.5143, -122.353",795,0.0,Driftwood Ale,WA
411,39,Anchor Brewing,1705 Mariposa Street,,San Francisco,California,94107,United States,1-415-863-8350,,,,2010-07-22T16:00:20-04:00,"37.7635, -122.401",18,10.0,Old Foghorn 2001,CA
412,39,Anchor Brewing,1705 Mariposa Street,,San Francisco,California,94107,United States,1-415-863-8350,,,,2010-07-22T16:00:20-04:00,"37.7635, -122.401",54,0.0,Christmas Ale 2007,CA
413,39,Anchor Brewing,1705 Mariposa Street,,San Francisco,California,94107,United States,1-415-863-8350,,,,2010-07-22T16:00:20-04:00,"37.7635, -122.401",181,5.5,Bock,CA
414,39,Anchor Brewing,1705 Mariposa Street,,San Francisco,California,94107,United States,1-415-863-8350,,,,2010-07-22T16:00:20-04:00,"37.7635, -122.401",383,9.4,Old Foghorn 2006,CA
427,236,Breckenridge Brewery,471 Kalamath Street,,Denver,Colorado,80204,United States,303-623-2739,http://www.breckbrew.com/,,,2010-07-22T16:00:20-04:00,"39.7236, -105.001",62,0.0,Oatmeal Stout,CO
428,236,Breckenridge Brewery,471 Kalamath Street,,Denver,Colorado,80204,United States,303-623-2739,http://www.breckbrew.com/,,,2010-07-22T16:00:20-04:00,"39.7236, -105.001",137,7.8,471 Extra ESB,CO
429,236,Breckenridge Brewery,471 Kalamath Street,,Denver,Colorado,80204,United States,303-623-2739,http://www.breckbrew.com/,,,2010-07-22T16:00:20-04:00,"39.7236, -105.001",225,0.0,Summer Bright Ale,CO
430,236,Breckenridge Brewery,471 Kalamath Street,,Denver,Colorado,80204,United States,303-623-2739,http://www.breckbrew.com/,,,2010-07-22T16:00:20-04:00,"39.7236, -105.001",333,5.4,Avalanche Amber,CO
431,236,Breckenridge Brewery,471 Kalamath Street,,Denver,Colorado,80204,United States,303-623-2739,http://www.breckbrew.com/,,,2010-07-22T16:00:20-04:00,"39.7236, -105.001",334,0.0,Hefe Proper Ale,CO
432,236,Breckenridge Brewery,471 Kalamath Street,,Denver,Colorado,80204,United States,303-623-2739,http://www.breckbrew.com/,,,2010-07-22T16:00:20-04:00,"39.7236, -105.001",362,9.2,471 Double IPA,CO
433,236,Breckenridge Brewery,471 Kalamath Street,,Denver,Colorado,80204,United States,303-623-2739,http://www.breckbrew.com/,,,2010-07-22T16:00:20-04:00,"39.7236, -105.001",663,0.0,Trademark English Pale,CO
444,447,Dick's Brewing,5945 Prather Road,,Centralia,Washington,98531,United States,1-800-586-7760,,,,2010-07-22T16:00:20-04:00,"46.7713, -123.007",142,0.0,Pale Ale,WA
445,447,Dick's Brewing,5945 Prather Road,,Centralia,Washington,98531,United States,1-800-586-7760,,,,2010-07-22T16:00:20-04:00,"46.7713, -123.007",143,4.4,Silk Lady,WA
446,447,Dick's Brewing,5945 Prather Road,,Centralia,Washington,98531,United States,1-800-586-7760,,,,2010-07-22T16:00:20-04:00,"46.7713, -123.007",144,5.2,Danger Ale,WA
447,447,Dick's Brewing,5945 Prather Road,,Centralia,Washington,98531,United States,1-800-586-7760,,,,2010-07-22T16:00:20-04:00,"46.7713, -123.007",145,5.2,Irish Style Ale,WA
448,447,Dick's Brewing,5945 Prather Road,,Centralia,Washington,98531,United States,1-800-586-7760,,,,2010-07-22T16:00:20-04:00,"46.7713, -123.007",820,8.5,Double Diamond Winter,WA
449,447,Dick's Brewing,5945 Prather Road,,Centralia,Washington,98531,United States,1-800-586-7760,,,,2010-07-22T16:00:20-04:00,"46.7713, -123.007",831,8.5,Bottleworks IPA,WA
450,447,Dick's Brewing,5945 Prather Road,,Centralia,Washington,98531,United States,1-800-586-7760,,,,2010-07-22T16:00:20-04:00,"46.7713, -123.007",924,0.0,Cream Stout,WA
451,447,Dick's Brewing,5945 Prather Road,,Centralia,Washington,98531,United States,1-800-586-7760,,,,2010-07-22T16:00:20-04:00,"46.7713, -123.007",925,10.0,Grand Cru,WA
452,447,Dick's Brewing,5945 Prather Road,,Centralia,Washington,98531,United States,1-800-586-7760,,,,2010-07-22T16:00:20-04:00,"46.7713, -123.007",928,5.5,IPA,WA
453,447,Dick's Brewing,5945 Prather Road,,Centralia,Washington,98531,United States,1-800-586-7760,,,,2010-07-22T16:00:20-04:00,"46.7713, -123.007",930,5.5,Best Bitter,WA
455,481,Eel River Brewing,1777 Alamar Way,,Fortuna,California,95540,United States,1-707-725-2739,http://eelriverbrewing.com/,,,2010-07-22T16:00:20-04:00,"40.5793, -124.153",121,9.7,Triple Exultation Old Ale,CA
456,481,Eel River Brewing,1777 Alamar Way,,Fortuna,California,95540,United States,1-707-725-2739,http://eelriverbrewing.com/,,,2010-07-22T16:00:20-04:00,"40.5793, -124.153",185,7.0,Certified Organic India Pale Ale,CA
457,481,Eel River Brewing,1777 Alamar Way,,Fortuna,California,95540,United States,1-707-725-2739,http://eelriverbrewing.com/,,,2010-07-22T16:00:20-04:00,"40.5793, -124.153",186,5.5,Certified Organic Porter,CA
458,481,Eel River Brewing,1777 Alamar Way,,Fortuna,California,95540,United States,1-707-725-2739,http://eelriverbrewing.com/,,,2010-07-22T16:00:20-04:00,"40.5793, -124.153",187,0.0,Certified Organic Extra Pale Ale,CA
459,481,Eel River Brewing,1777 Alamar Way,,Fortuna,California,95540,United States,1-707-725-2739,http://eelriverbrewing.com/,,,2010-07-22T16:00:20-04:00,"40.5793, -124.153",188,4.8,Certified Organic Amber Ale,CA
460,494,Elliott Bay Brewery and Pub,4720 California Avenue SW,,Seattle,Washington,98116,United States,1-206-932-8695,,,,2010-07-22T16:00:20-04:00,"47.5604, -122.387",781,0.0,Dry Hopped IPA,WA
461,494,Elliott Bay Brewery and Pub,4720 California Avenue SW,,Seattle,Washington,98116,United States,1-206-932-8695,,,,2010-07-22T16:00:20-04:00,"47.5604, -122.387",782,5.75,No Doubt Stout,WA
462,494,Elliott Bay Brewery and Pub,4720 California Avenue SW,,Seattle,Washington,98116,United States,1-206-932-8695,,,,2010-07-22T16:00:20-04:00,"47.5604, -122.387",783,7.5,Riot Ale,WA
463,494,Elliott Bay Brewery and Pub,4720 California Avenue SW,,Seattle,Washington,98116,United States,1-206-932-8695,,,,2010-07-22T16:00:20-04:00,"47.5604, -122.387",784,5.5,IPA,WA
464,494,Elliott Bay Brewery and Pub,4720 California Avenue SW,,Seattle,Washington,98116,United States,1-206-932-8695,,,,2010-07-22T16:00:20-04:00,"47.5604, -122.387",785,5.5,Alembic Pale,WA
465,494,Elliott Bay Brewery and Pub,4720 California Avenue SW,,Seattle,Washington,98116,United States,1-206-932-8695,,,,2010-07-22T16:00:20-04:00,"47.5604, -122.387",786,4.5,Luna Weizen,WA
466,501,Empyrean Brewing Company,729 Q Street,,Lincoln,Nebraska,68508,United States,1-402-434-5959,,,,2010-07-22T16:00:20-04:00,"40.8155, -96.7105",9,0.0,Espresso Porter,NE
467,501,Empyrean Brewing Company,729 Q Street,,Lincoln,Nebraska,68508,United States,1-402-434-5959,,,,2010-07-22T16:00:20-04:00,"40.8155, -96.7105",64,0.0,Festive Ale 2007,NE
468,501,Empyrean Brewing Company,729 Q Street,,Lincoln,Nebraska,68508,United States,1-402-434-5959,,,,2010-07-22T16:00:20-04:00,"40.8155, -96.7105",218,0.0,Summer Common,NE
469,501,Empyrean Brewing Company,729 Q Street,,Lincoln,Nebraska,68508,United States,1-402-434-5959,,,,2010-07-22T16:00:20-04:00,"40.8155, -96.7105",238,0.0,Dark German Lager,NE
470,501,Empyrean Brewing Company,729 Q Street,,Lincoln,Nebraska,68508,United States,1-402-434-5959,,,,2010-07-22T16:00:20-04:00,"40.8155, -96.7105",246,0.0,Fallen Angel Sweet Stout,NE
471,501,Empyrean Brewing Company,729 Q Street,,Lincoln,Nebraska,68508,United States,1-402-434-5959,,,,2010-07-22T16:00:20-04:00,"40.8155, -96.7105",252,0.0,Eccentric Belgian Wheat,NE
472,501,Empyrean Brewing Company,729 Q Street,,Lincoln,Nebraska,68508,United States,1-402-434-5959,,,,2010-07-22T16:00:20-04:00,"40.8155, -96.7105",534,0.0,Festive Ale 2006,NE
473,584,Golden Valley Brewery and Pub,980 NE Fourth Street,,McMinnville,Oregon,97128,United States,1-503-472-2739,http://www.goldenvalleybrewery.com/,,,2010-07-22T16:00:20-04:00,"45.2104, -123.189",126,6.1,Geist Bock,OR
474,584,Golden Valley Brewery and Pub,980 NE Fourth Street,,McMinnville,Oregon,97128,United States,1-503-472-2739,http://www.goldenvalleybrewery.com/,,,2010-07-22T16:00:20-04:00,"45.2104, -123.189",902,0.0,Chehalem Mountain IPA,OR
477,706,Jack Russell Brewing,2380 Larsen Drive,,Camino,California,95709,United States,1-877-457-2725,,,,2010-07-22T16:00:20-04:00,"38.7563, -120.679",189,6.7,Farm House Ale,CA
478,706,Jack Russell Brewing,2380 Larsen Drive,,Camino,California,95709,United States,1-877-457-2725,,,,2010-07-22T16:00:20-04:00,"49.1482, -122.862",189,6.7,Farm House Ale,CA
480,919,North Coast Brewing Company,455 North Main Street,,Fort Bragg,California,95437,United States,1-707-964-2739,http://www.northcoastbrewing.com/home.htm,,,2010-07-22T16:00:20-04:00,"39.4466, -123.806",152,11.7,Old Stock Ale 2007,CA
481,919,North Coast Brewing Company,455 North Main Street,,Fort Bragg,California,95437,United States,1-707-964-2739,http://www.northcoastbrewing.com/home.htm,,,2010-07-22T16:00:20-04:00,"39.4466, -123.806",410,9.0,Brother Thelonious,CA
482,919,North Coast Brewing Company,455 North Main Street,,Fort Bragg,California,95437,United States,1-707-964-2739,http://www.northcoastbrewing.com/home.htm,,,2010-07-22T16:00:20-04:00,"39.4466, -123.806",832,9.0,Old Rasputin Russian Imperial Stout,CA
483,919,North Coast Brewing Company,455 North Main Street,,Fort Bragg,California,95437,United States,1-707-964-2739,http://www.northcoastbrewing.com/home.htm,,,2010-07-22T16:00:20-04:00,"39.4466, -123.806",907,11.4,Old Stock Ale 2004,CA
484,935,Odell Brewing,800 East Lincoln Avenue,,Fort Collins,Colorado,80524,United States,1-888-887-2797,,,,2010-07-22T16:00:20-04:00,"40.5894, -105.063",28,7.0,Odell IPA,CO
485,935,Odell Brewing,800 East Lincoln Avenue,,Fort Collins,Colorado,80524,United States,1-888-887-2797,,,,2010-07-22T16:00:20-04:00,"40.5894, -105.063",30,4.8,Cutthroat Porter,CO
486,935,Odell Brewing,800 East Lincoln Avenue,,Fort Collins,Colorado,80524,United States,1-888-887-2797,,,,2010-07-22T16:00:20-04:00,"40.5894, -105.063",63,6.0,Isolation Ale,CO
487,935,Odell Brewing,800 East Lincoln Avenue,,Fort Collins,Colorado,80524,United States,1-888-887-2797,,,,2010-07-22T16:00:20-04:00,"40.5894, -105.063",138,6.5,Odell Red Ale,CO
488,935,Odell Brewing,800 East Lincoln Avenue,,Fort Collins,Colorado,80524,United States,1-888-887-2797,,,,2010-07-22T16:00:20-04:00,"40.5894, -105.063",208,5.3,90 Shilling,CO
489,935,Odell Brewing,800 East Lincoln Avenue,,Fort Collins,Colorado,80524,United States,1-888-887-2797,,,,2010-07-22T16:00:20-04:00,"40.5894, -105.063",231,8.1,Double Pilsner,CO
490,935,Odell Brewing,800 East Lincoln Avenue,,Fort Collins,Colorado,80524,United States,1-888-887-2797,,,,2010-07-22T16:00:20-04:00,"40.5894, -105.063",335,5.1,Levity Amber Ale,CO
491,935,Odell Brewing,800 East Lincoln Avenue,,Fort Collins,Colorado,80524,United States,1-888-887-2797,,,,2010-07-22T16:00:20-04:00,"40.5894, -105.063",336,4.6,Easy Street Wheat,CO
492,935,Odell Brewing,800 East Lincoln Avenue,,Fort Collins,Colorado,80524,United States,1-888-887-2797,,,,2010-07-22T16:00:20-04:00,"40.5894, -105.063",374,7.1,Imperial Stout,CO
493,935,Odell Brewing,800 East Lincoln Avenue,,Fort Collins,Colorado,80524,United States,1-888-887-2797,,,,2010-07-22T16:00:20-04:00,"40.5894, -105.063",655,0.0,Bobby,CO
494,935,Odell Brewing,800 East Lincoln Avenue,,Fort Collins,Colorado,80524,United States,1-888-887-2797,,,,2010-07-22T16:00:20-04:00,"40.5894, -105.063",879,5.3,5 Barrel Pale Ale,CO
495,950,Oregon Trail Brewery,341 SW Second Street,,Corvallis,Oregon,97333,United States,1-503-758-3257,,,,2010-07-22T16:00:20-04:00,"44.5613, -123.261",197,9.1,Bourbon Barrel Porter,OR
496,1064,Rock Bottom Restaurant & Brewery - Denver,1001 16th Street #A-100,,Denver,Colorado,80202,United States,1-303-534-7616,,,,2010-07-22T16:00:20-04:00,"39.7472, -104.995",123,0.0,Falcon Pale Ale,CO
499,62,Avery Brewing Company,5763 Arapahoe Avenue,,Boulder,Colorado,80303,United States,1-877-844-5679,http://www.averybrewing.com/,,"Established in 1993, Avery Brewing Co. is a family owned and operated micro-brewery dedicated to brewing the finest quality English and Belgian style ales.. From humble beginnings, brewing 800 barrels of three different beers in 1994, we have progressed to brewing 13,000 barrels of twenty different beers in 2007. We attribute this success to beer drinkers gravitating to beers with more interesting flavor profiles. The unique flavor complexity of Avery beers occurs through a combination of sparing no expense with regard to ingredients and our hopping methods. Sparing no expense means using lots of specialty malts, imported hops, such as Styrian Goldings, and imported Belgian candy sugar.",2010-07-22T16:00:20-04:00,"40.0166, -105.219",151,9.46,Fourteen,CO
500,62,Avery Brewing Company,5763 Arapahoe Avenue,,Boulder,Colorado,80303,United States,1-877-844-5679,http://www.averybrewing.com/,,"Established in 1993, Avery Brewing Co. is a family owned and operated micro-brewery dedicated to brewing the finest quality English and Belgian style ales.. From humble beginnings, brewing 800 barrels of three different beers in 1994, we have progressed to brewing 13,000 barrels of twenty different beers in 2007. We attribute this success to beer drinkers gravitating to beers with more interesting flavor profiles. The unique flavor complexity of Avery beers occurs through a combination of sparing no expense with regard to ingredients and our hopping methods. Sparing no expense means using lots of specialty malts, imported hops, such as Styrian Goldings, and imported Belgian candy sugar.",2010-07-22T16:00:20-04:00,"40.0166, -105.219",192,16.03,Mephistopheles Stout,CO
